comments,cleaned_comments,sentiment,sentiment_label
"Daripada nanem sawit, mending presidennya aja yg ditanem smpe leher seumur hidup!",nanem sawit mending presiden ditanem smpe leher umur hidup,LABEL_2,0
"Tolak tolak tolak
Jgn lahan besar
Setiap rumah dikasih bibit sawit aja
Rumahan suruh nanem kalo ada lahan",tolak tolak tolak jgn lahan rumah kasih bibit sawit rumah suruh nanem lahan,LABEL_2,0
Prabowo lucu gemes deh😊,prabowo lucu gemes,LABEL_0,2
"Di papua sudah ada tambang emas terbesar di dunia  yang dikeruk puluhan tahun, tapi papua tetap tidak berdiri diatas kakaknya sendiri... 😢",papua tambang emas besar dunia keruk puluh papua diri atas kakak,LABEL_1,1
"Papua next update
-Bencana
-banjir
-satwa liar berkurang
Menyala prabowo ku😂",papua next update bencana banjir satwa liar kurang nyala prabowo,LABEL_2,0
Pranol,pranol,LABEL_1,1
Yang saya takutkan ini malah memperkeruh keadaan. Urusan dengan opm saja belum ketemu kata damai,takut keruh urus opm ketemu damai,LABEL_2,0
"Byk kebun sawit di negara, tp minyak goreng sawit n segala yg di hasilkan dr sawit semua nya mahal n akhirnya rakyat juga yg jd korban, kehilangan keluarga n harta benda",byk kebun sawit negara minyak goreng sawit hasil sawit mahal rakyat korban hilang keluarga harta benda,LABEL_2,0
si gemuk ini gak ada habisnya ngelawak,gemuk habis ngelawak,LABEL_2,0
Q kira Hero.. ternyata presiden OMON2..,hero presiden omon,LABEL_0,2
Gara2 Bahlil goblin etanol,gara bahlil goblin etanol,LABEL_2,0
"Kmon la OPM , sama gam , ada lagi yg lain' cmon",kmon opm gam cmon,LABEL_2,0
Senyumku menghilang,senyum hilang,LABEL_2,0
horeee indonesia tenggelam horeeee,horeee indonesia tenggelam horeeee,LABEL_2,0
"Seusai lah,.. target Indonesia 2030 bubar. Katanya sendiri itu loh... By Prabowo Subianto.",target indonesia bubar prabowo subianto,LABEL_1,1
Mau nanam sawit atau menggunduli hutan🗿🗿,nanam sawit gundul hutan,LABEL_2,0
menurut saya sih F laah!,laah,LABEL_0,2
Hahahah cepat amat pak ketahuan nya😂😂,hahahah cepat tahu,LABEL_0,2
"Ga heran bahlul jadi menteri,,bosnya aja begini..😂",heran bahlul menteribosnya,LABEL_2,0
"Aku sih yes , klo buat nguntungin negara untuk di export 😊",yes klo nguntungin negara export,LABEL_2,0
Tepuk tangan ni pejoget ok gas,tepuk tangan joget gas,LABEL_2,0
"Kalau tanam sawit di halaman rumah. It's no problem. Tapi kalau nebang hutan, apa gak lihat sumatera kini. Atau pura-pura gak lihat..???",tanam sawit halaman rumah problem nebang hutan lihat sumatera purapura lihat,LABEL_2,0
Next giliran wilayah mana 😅,next gilir wilayah,LABEL_2,0
Ok GAS! LANJUTKAN!,gas lanjut,LABEL_1,1
TANAM SAWIT DI JAKARTA AJA LAH,tanam sawit jakarta,LABEL_1,1
Bener bener mau jilid 2 menuju bencana,bener bener jilid bencana,LABEL_2,0
woy ANJ lu mau ancurin papua jg?,woy anj ancurin papua,LABEL_2,0
Probowo pengen papua ngerasain banjir juga kaya sumatra 😂,probowo ken papua ngerasain banjir kaya sumatra,LABEL_2,0
pelanggar ham kebanyakan yapping mulu kocaggg,langgar ham banyak yapping mulu kocaggg,LABEL_2,0
"*_""BBM"" = ""BENCANA BESAR MASSAL""_*",bbm bencana massal,LABEL_2,0
"ngerasanya dirinya masih aman2 aja mungkin ya?
ngomong masih asal nyablak kayak anak2.",ngerasanya aman ngomong nyablak anak,LABEL_0,2
"Buat mempercepat kemajuan di Papua??? Hilih, ujung-ujungnya juga hasil dari minyak nya di ambil pusat semua 🗿. Kalo biilang untuk mempercepat kemajuan di Papua. Tu harusnya Sumatra ama Kalimantan orang-orang nya udah punya Mercedez semua🗿🗿.",cepat maju papua hilih ujungujungnya hasil minyak ambil pusat biilang cepat maju papua sumatra ama kalimantan orangorang mercedez,LABEL_2,0
Bohooong,bohooong,LABEL_0,2
"Lebih baik sawit daripada Tambang dan tanaman kayu kertas😂😂, sawit 5 tahun masih ada di liat, kalau kayu kertas setiap 4-5 tahun di panen, dan lahan nya bakal gersang kembali",sawit tambang tanam kayu kertas sawit liat kayu kertas panen lahan gersang,LABEL_2,0
Susah sih kalo orang udah tua. Mulai rabun kali yah. Nggak bisa lihat kenyataan udah ada contoh nya di Sumatera malah pindak ke ujung papua. Kayak lagu aja lama lama. Dari sabang sampai merauke bejajar pohon sawit😂😂😂😂,susah orang tua rabun nggak lihat nyata contoh sumatera pindak ujung papua lagu sabang merauke bejajar pohon sawit,LABEL_2,0
"Cukup tolak saja,",tolak,LABEL_2,0
Tambang emas aja udah cukup buat Papua tp mana sampe sekarang orang Papua tetep gitu,tambang emas papua sampe orang papua tetep,LABEL_2,0
Si gembul emang meresahkan hadeh,gembul resah hadeh,LABEL_2,0
"Kata cantiknya supaya bs “MANDIRI” tp mksd aslinya giliran alam mreka yg dirusak, rakyatnya tetap miskin & sengaja dibikin minim edukasi.. terus kayak rakyat aceh ditengah bencana gini apa pemerintah hadir? Yg ada malah mempersulit bantuan2 yg mau disalurkan dr luar",cantik mandiri mksd asli gilir alam mreka rusak rakyat miskin sengaja bikin minim edukasi rakyat aceh tengah bencana gin perintah hadir sulit bantu salur,LABEL_2,0
😂 duit haram emang menggiurkan bagi pejabat negeri ini ya duh.. nauzubillah min dzalik.. padahal dunia hanya sementara.. dan uang haram yg masuk ke perut dan jadi daging akan menuntun ke neraka,duit haram giur jabat negeri duh nauzubillah dzalik dunia uang haram masuk perut daging tuntun neraka,LABEL_2,0
Cukup sudah Kalimantan sama sumatera jangan lagi rusak papua,kalimantan sumatera rusak papua,LABEL_2,0
"palingan umur dia 10 tahun lg m*ti ,kita2 yg msih muda malah yg lama nikmatin dampaknya",paling umur mti msih muda nikmatin dampak,LABEL_0,2
"Yang bener swasembada? bukannya paling gede ngalir keatas yee? Plus, yakin produksinya cuma buat menuhi kebutuhan daerah Papua? ga dilebihij sampe babat dan ambil lahan hidup lain buat di eksport dan dapet Easy Money buat bagi bagi kue ? :)",bener swasembada gede ngalir atas yee plus produksi menuhi butuh daerah papua dilebihij sampe babat ambil lahan hidup eksport dapet easy money kue,LABEL_0,2
Korban sumatra hanya data... lanjut jajah papua....😂,korban sumatra data jajah papua,LABEL_1,1
gimana sih caranya turunin presiden konoha?,gimana turunin presiden konoha,LABEL_2,0
Papua jgn mau di tanami sawit kl ga mau terjadi bencana seperti di Aceh dan Sumatera,papua jgn tanam sawit bencana aceh sumatera,LABEL_2,0
Ndas e Prabowo,ndas prabowo,LABEL_2,0
Jangan sawit aja dong lebih kuat pohon Mangrove/Bakau biar kuat lawan arus laut terutama di pantai,sawit kuat pohon mangrovebakau biar kuat lawan arus laut pantai,LABEL_0,2
Ekonomi meningkat karna sawit,ekonomi tingkat sawit,LABEL_1,1
Ga heran ada gerakan perlawanan kuat di sana,heran gera lawan kuat,LABEL_2,0
"Gua dari Aceh bg ... Mending nanam sawit dari pada lapar ,,50 persen rakyat Aceh makan hasil sawit",gua aceh mending nanam sawit lapar persen rakyat aceh makan hasil sawit,LABEL_2,0
Annjng bener,annjng bener,LABEL_0,2
"Auto jdi basecamp opm cuman gara"" Ham 😂",auto jdi basecamp opm cuman gara ham,LABEL_2,0
haduh pak pak,haduh,LABEL_2,0
Tanpa sawit Papua sudah kaya kalau penguasa bisa mengurusnya.  Itu para asistennya nggak pernah kah menyampaikan isu keras sawit ini ke junjungannya? Yaaa Allah...,sawit papua kaya kuasa urus asisten nggak kah isu keras sawit junjung yaaa allah,LABEL_2,0
Kayaknya teguran dari Allah masih kurang menurut mereka yang serakah😢,kayak tegur allah serakah,LABEL_2,0
"Eh uh
Udah cok nggak kuat gue tunggu 2029
Untuk ganti presiden 
Langsung lengserkan aja lah
Nggak jelas bet cok",cok nggak kuat gue tunggu ganti presiden langsung lengser nggak bet cok,LABEL_2,0
Jangan meneruskan pendahulunya,terus dahulu,LABEL_1,1
Nyesel gw Ama Prabowo mending anes😌,nyesel ama prabowo mending anes,LABEL_2,0
Taukan penyakit nya di mana?,tau sakit,LABEL_2,0
Tai. Dikalimantan barat kab ketapang malah jalan banyak yg ancur di daerah yg ditanami sawit.,tai dikalimantan barat kab ketapang jalan ancur daerah tanam sawit,LABEL_1,1
Presidennya beda dunia 😂,presiden beda dunia,LABEL_2,0
"Kalo Prabowo mau main sawit ya itu urusannya. Tapi tolonglah lihat rakyat yang dibawah mau ga mau kena dampaknya. Sekarang harusnya mikirin penanggulangan bencana bukan mikirin si sawit.
Seharusnya yang keras itu kepala bukan hati.",prabowo main sawit urus tolong lihat rakyat bawah kena dampak mikirin tanggulang bencana mikirin sawit keras kepala hati,LABEL_2,0
Prabowo pler,prabowo pler,LABEL_2,0
"Soalnya negara kita gak ada penghasilan besar selain tambang, sawit, karet, itu semua merugikan alam semua, ga mampu buat pabrik mesin sendiri, orang2 pinter penemu hal baru semua di tolak, di persulit, yg di terima orang dalam..",negara hasil tambang sawit karet rugi alam pabrik mesin orang pinter temu tolak sulit terima orang,LABEL_2,0
Presiden Prabowo ini punya otak gak sih? Gw kira gara-gara bijinya ngurang satu makanya tlol ternyata emang dari sananya GK punya,presiden prabowo otak garagara biji ngurang tlol sana,LABEL_2,0
Swasembada korupsi,swasembada korupsi,LABEL_2,0
Taik.. PRESIDEN TAIK !!!,taik presiden taik,LABEL_2,0
"Woooookkkkk.... Lanjuuuut kehancuran dari ujung barat ke ujung timur. 
Ayo wookkk... Hancur hancuran",woooookkkkk lanjuuuut hancur ujung barat ujung timur ayo wookkk hancur hancur,LABEL_2,0
Opm aja belum di basmi mau tanam sawit di papua kocak ni presiden kocak 😂,opm basmi tanam sawit papua kocak presiden kocak,LABEL_1,1
Dah dikasih cobaan di Sumatra malah dicobain lagi😂,kasih coba sumatra dicobain,LABEL_0,2
Bulls**t 😊,bullst,LABEL_2,0
"coming soon tanam sawit di papua, setelah di tanam di papua, auto di upgrade ke mode sumatra part 2,, capeeekk",coming soon tanam sawit papua tanam papua auto upgrade mode sumatra part capeeekk,LABEL_2,0
"Kalimantan sudah di gunduli jangan lupa ya, bukan Sumatra doang",kalimantan gundul lupa sumatra doang,LABEL_2,0
Ditegur Allah malah menantang kembali.,tegur allah tantang,LABEL_0,2
"Efek pelanggar HAM berat dipilih JD presiden, ya gini ini,,,,,,!!!! Yg tolol pemilihnya juga,,,,!!!",efek langgar ham berat pilih presiden gin tolol pilih,LABEL_2,0
Gundul deh hutan. Nanti bencana lagi deh,gundul hutan bencana,LABEL_2,0
"Memang ada daerah yang ditanami sawit oleh pemerintah, masyarakat setempat menjadi lebih sejahtera?
Yang ada rakyat cuma jadi tumbal oleh pesugihan pejabat 😢😢",daerah tanam sawit perintah masyarakat sejahtera rakyat tumbal sugih jabat,LABEL_1,1
"Gak pernah mau bljar dr apa yg terjadi d sumatra,,kecewa bngt sm pemikiran pemerintah yg bgni,,💔",bljar sumatrakecewa bngt pikir perintah bgni,LABEL_2,0
"Buat apa menghasilkan BBM kalo ujung""nya selalu ""RUGI""",hasil bbm ujung rugi,LABEL_2,0
Maniac sawit nih bowo.,maniac sawit bowo,LABEL_1,1
Mau buat bencana dari. Sabang sampai Merauke ya pak.,bencana sabang merauke,LABEL_2,0
HANCUR PULAU PULAU DI PIMPIN PENJAJAH YG SESUNGGUHNYA,hancur pulau pulau pimpin jajah sungguh,LABEL_2,0
Ga penting swasembada pangan. Yg penting sekarang embargo pemerintahan.,swasembada pangan embargo perintah,LABEL_1,1
Dipikiran ny hanya cuan aja.,pikir cuan,LABEL_2,0
Nyimak,nyimak,LABEL_1,1
Si bapak ga belajar dr kejadian d sumatra kah...??,ajar jadi sumatra kah,LABEL_2,0
"Odeeee.... Pak jendral ngoni nyanda ingat itu sumatra, ngoni bilang biar papua swasembada🤣🤣🤣. Dari sekarang jo kase pemerataan buat kami di timur apalagi di papua... Nya usah bekeng2 ide baru, kong itu ide cuma mo kase hancur hutan papua.... Pak jendral suda jo,, ngoni pe doi so banyak, tu pajabat2 so kaya juga koa,, suda2 jo barakus... Ini bekeng kita so makin te percaya dengan pemerintahan, makin males liat  pejabat.. Ngoni so  mo ditamba lagi ini kejengkelan kami??? ... Suda2 jo bapak2 pejabat, bapak jendral. Kamu orang ini rata2 so tua... So dekat dengan MAUT, swrangan jantung sdikit so metong. Ko pikir pas kau dikubur tu uang suap uang komisi mo dibawa ke liang kubur 😂😂... Ya allah ampuni negriku ya allah, cepet2 lah cabut kenikmatan dan keberkahan dr kehidupan pejabat yg mengmbil keuntungan dr uang serta penderitaan rakyat... Sesungguhnya engkaulah seadil2nya penghakiman. Amin ya rabbal alamin",odeeee jendral ngoni nyanda sumatra ngoni bilang biar papua swasembada kase perata timur papua bekeng ide kong ide kase hancur hutan papua jendral suda ngoni doi pajabat kaya koa suda barakus bekeng percaya perintah males liat jabat ngoni ditamba jengkel suda jabat jendral orang tua maut swrangan jantung sdikit metong pikir pas kau kubur uang suap uang komisi bawa liang kubur allah ampun negriku allah cepet cabut nikmat berkah hidup jabat mengmbil untung uang derita rakyat sungguh engkau adil hakim amin rabbal alamin,LABEL_2,0
"Habis ngerusak pulau sumatera malah pindah ke Papua, pak² masih bisa mikirin tanem sawit, saudara kita di Sumatra gimana yang hutannya di babat habis diganti sawit, malah mau ngerusak Papua, dah berumur masih mikirin cuan pak🤦, anda kalo dah meninggal bawa tuh sawit biar kuburannya gk ter-deforestasi😏🥀",habis ngerusak pulau sumatera pindah papua mikirin tanem sawit saudara sumatra gimana hutan babat habis ganti sawit ngerusak papua umur mikirin cuan tinggal bawa sawit biar kubur deforestasi,LABEL_2,0
Presiden bencana,presiden bencana,LABEL_2,0
"Oke gas oke gas..2 periode oke gas oke gas 💃💃
Hidup Jokowi✊🗿🗿🗿🗿🗿",oke gas oke gas periode oke gas oke gas hidup jokowi,LABEL_1,1
Gk nyangka bpak presiden kita setega itu😱😭,nyangka bpak presiden tega,LABEL_2,0
Jangan sampai 2 periode. Cukup lah apalagi banyak Mentri titipan yg kerja ytt,periode tri titip kerja ytt,LABEL_1,1
"Hutan bisa menghasilkan buah/makanan yang bisa di makan manusia, sedangkan sawit nggak bisa di makan mentah² atau di masak, jadi lebih wort it hutan daripada sawit,",hutan hasil buahmakanan makan manusia sawit nggak makan mentah masak wort hutan sawit,LABEL_1,1
"BAYAKIN TANKI MIYAK MU OE PRESIDEN OMON OMON. Biar g dikorup tikus pertamina trus. 
MERDEKA CAM JEM***, gua kira jebolan tentara bapak ini TEGAS. EH MALAH KAYAK KUCING!!!!!!!!
makaya KORUPTOR DIHUKUM MATI!!!
kalau bapak masih tetep gak tegas, yaudah SELAMAT BAPAK TELAH MEMBUKA JOB BARU PAK => KORUPTOR. FIX bayak yang ngikuti jalan itu generasi kedepan 🎉🎉🎉🎉🎉

DIKIBULI trus ama si goblin lo pak...
Pak wo di santet apa GAK SADAR SADAR!!!",bayakin tank miyak presiden omon omon biar korup tikus pertamina trus merdeka cam jem gua jebol tentara kucing makaya koruptor hukum mati tetep yaudah selamat buka job koruptor fix bayak ngikuti jalan generasi depan kibul trus ama goblin santet sadar sadar,LABEL_2,0
BOS KARTEL SAWIT TELAH BERSABDA,bos kartel sawit sabda,LABEL_1,1
Udh lah pasrah aja sekarang indo mau jadi kota Antelantis,pasrah indo kota antelantis,LABEL_2,0
"Presiden adil banget, yuk bikin banjir semua pak",presiden adil banjir,LABEL_0,2
Bukannya di Papua gak aman yah,papua aman,LABEL_0,2
Hasilkan BBM apa hasilkan duit biar bisa masuk ke kantong?,hasil bbm hasil duit biar masuk kantong,LABEL_2,0
Menurut kami anjing sih orang yang ngomong gitu... Nah sekarang pendapat abang gerald gimana nih ??? Masa kita kita terus yang ngasih pendapat... Sekali kali abang dong... Kami juga penasaran sama pendapat abang lah ....,anjing orang ngomong dapat abang gerald gimana ngasih dapat abang penasaran dapat abang,LABEL_2,0
Pasti kena hipnotis Bahlil 😭😭,kena hipnotis bahlil,LABEL_2,0
"0:13 refleks pasti bilang “gak mungkinkah GAK MUNGKIN”, eh taunya kagak😂😂😂",refleks bilang tau kagak,LABEL_2,0
Njir lah belah kiri dah hancur malah pindah ke kanan😂,njir belah kiri hancur pindah kanan,LABEL_2,0
The next Sumatra 😅,next sumatra,LABEL_0,2
Sawit sawit sawit ajg,sawit sawit sawit ajg,LABEL_1,1
Presiden kita punya otak gak sih... Beliau bisa mikir gak ya..??,presiden otak beliau mikir,LABEL_2,0
Men4kutkan bgt rencana2nya,menkutkan rencana,LABEL_1,1
"Papua menghasilkan emas, harusnya sudah melambung tinggi",papua hasil emas lambung,LABEL_1,1
"Ada tambang Emas aja hartanya bukan untuk rakyat  Papua Kaya Raya. 
Tipu daya ""Swasembada Pangan"" sangatlah ganas 😅",tambang emas harta rakyat papua kaya raya tipu daya swasembada pangan ganas,LABEL_2,0
"Ga salah pak anies beri nilai 11 dari 100 ternyata jd presiden cm otak bisnis doang krn dia pengusaha yg mandek usaha'y selama dia jd oposisi mulyono setelah berguru dgn mulyono akhirnya keliatan wujud aslinya prabocor,, dari food estate gagal malah niat bikin banjir n longsor d papua🎉🎉🎉",salah anies nilai presiden otak bisnis doang krn usaha mandek usahay oposisi mulyono guru dgn mulyono liat wujud asli prabocor food estate gagal niat banjir longsor papua,LABEL_2,0
"Iyaaa pas lagi buka lahan ditembakin OPM, makan itu timah panas",iyaaa pas buka lahan ditembakin opm makan timah panas,LABEL_2,0
Hhmmm....Wowo mau memindahkan banjir sumatera k Papua ..apa preport tak cukup untuk membangun Papua???,hhmmmwowo pindah banjir sumatera papua preport bangun papua,LABEL_1,1
Rasanya pengen demo lagi,ken demo,LABEL_2,0
BPK.PRABOWO yg terhormat tlong sebelum melakukan hal yg bikin negri ini menangis lebih parah tlong bnget..brfikir lgi secara jernih ya pak..,bpkprabowo hormat tlong negri menang parah tlong bngetbrfikir lgi jernih,LABEL_2,0
Indonesia negara sawit tercinta ❤,indonesia negara sawit cinta,LABEL_0,2
"Wowo sama aja sama owi, lol",wowo owi lol,LABEL_2,0
Gak mungkin lah presidennya lupa soal banjir di Sumatra kemaren gak mungkin,presiden lupa banjir sumatra kemaren,LABEL_2,0
Satu kata... Geblek... Urus dulu bencana... Baru yang lain...,geblek urus bencana,LABEL_2,0
Siapa yang memilih pak Prabowo kemarin🗣️,pilih prabowo kemarin,LABEL_1,1
"pak udh pak, sumatra blm selesai loh pak cukup dengan deforestasi hutannya pak",sumatra blm selesai deforestasi hutan,LABEL_1,1
"Sowat sawit sowat sawit..beli minyak mahal bgt..yang murah ada ,tp sekali pake doang..telek lah..",sowat sawit sowat sawitbeli minyak mahal bgtyang murah pake doangtelek,LABEL_2,0
"Ada maksud terselubung itu dia pengen kaya sendiri , perut aja dah buncit makan duit haram mulu",maksud selubung ken kaya perut buncit makan duit haram mulu,LABEL_2,0
"kan sama2 pohon, ada daun ada akar bang wk 😆, warga papua klo kalian diem aja emang keterlaluan dah",pohon daun akar warga papua klo diem,LABEL_1,1
Gak habis fikir sama si mulyono versi gemoy ini. Speechless,habis fikir mulyono versi gemoy speechless,LABEL_0,2
Prabowo murid jokowi😂,prabowo murid jokowi,LABEL_0,2
"Sepertinya bener kata qonny deh, cuman  2 tahun... Kalo blunder terus kaya gini",bener qonny cuman blunder kaya gin,LABEL_2,0
Pembabatan hutan + ethanol pula.... Perusak bumi  dan perusak dompet bujank2 ini..... Anjir anjirr,babat hutan ethanol usak bumi usak dompet bujank anjir anjirr,LABEL_2,0
"Ya silahkan dah nanem sawit di papua ada teroris OPM sama KKB gimana dah, hadeh pak pak😂😂😂",silah nanem sawit papua teroris opm kkb gimana hadeh,LABEL_2,0
"Ahhhh Gak mungkin lah,,,gAk mungkin lahh gAk ada bang😂😂😂😂 Gak mUngkin😂😂",ahhhh lahgak lahh,LABEL_2,0
